"","Country","Location","Population","Lat","Lon","PopClass"
"859","CA","Vogar, Manitoba",25,50.9519,-98.645,1
"860","CA","Alonsa, Manitoba",75,50.7989,-98.9744,1
"861","CA","Bacon Ridge, Manitoba",50,51.0058,-99.0069,1
"862","CA","Ebb and Flow, Manitoba",700,51.0239,-99.039,1
"863","CA","Kinosota, Manitoba",25,50.9045,-98.8754,1
"864","CA","Eddystone, Manitoba",10,51.0903,-99.1497,1
"865","CA","Crane River, Manitoba",128,51.5343,-99.2871,1
"866","CA","O-Chi-Chak-Ko-Sipi, Manitoba",432,51.5041,-99.2579,1
"867","CA","Toutes Aides, Manitoba",25,51.485,-99.5317,1
"868","CA","The Narrows, Manitoba",25,51.0775,-98.7655,1
"869","CA","Reykjavik, Manitoba",10,51.1986,-98.9025,1
"870","CA","Cayer, Manitoba",10,51.3031,-99.1386,1
"871","CA","Lundar Beach, Manitoba",10,50.73,-98.2836,1
"872","CA","Amaranth, Manitoba",75,50.5956,-98.7383,1
"873","CA","Sandy Bay, Manitoba",2518,50.55,-98.6472,1
"874","CA","Langruth, Manitoba",100,50.3844,-98.6778,1
"875","CA","Gladstone, Manitoba",802,50.2258,-98.95,1
"876","CA","Woodside, Manitoba",10,50.1814,-98.7772,1
"877","CA","Westbourne, Manitoba",50,50.1297,-98.5811,1
"878","CA","Katrime, Manitoba",10,50.0817,-98.7894,1
"879","CA","Plumas, Manitoba",225,50.3847,-99.0864,1
"880","CA","Keyes, Manitoba",10,50.2419,-99.1219,1
"881","CA","Helston, Manitoba",10,50.1303,-99.1089,1
"882","CA","Edrans, Manitoba",10,50.0525,-99.1375,1
"883","CA","Mayfeld, Manitoba",10,50.1183,-98.9994,1
"884","CA","Hallboro, Manitoba",10,50.1464,-99.4483,1
"885","CA","Franklin, Manitoba",25,50.2442,-99.6647,1
"886","CA","Neepawa, Manitoba",2980,50.2289,-99.4656,1
"887","CA","Minnedosa, Manitoba",2474,50.2453,-99.8428,1
"888","CA","Bethany, Manitoba",25,50.3125,-99.75,1
"889","CA","Rapid City, Manitoba",416,50.1208,-100.036,1
"890","CA","Basswood, Manitoba",50,50.3014,-100.034,1
"891","CA","Newdale, Manitoba",125,50.3517,-100.203,1
"892","CA","Cardale, Manitoba",10,50.2367,-100.321,1
"893","CA","Oak River, Manitoba",50,50.1358,-100.43,1
"894","CA","Oakner, Manitoba",10,50.09,-100.589,1
"895","CA","Crandall, Manitoba",10,50.15,-100.784,1
"896","CA","Miniota, Manitoba",150,50.1429,-101.035,1
"897","CA","Birdtail Sioux, Manitoba",345,50.2667,-101.15,1
"898","CA","Beulah, Manitoba",25,50.2606,-101.037,1
"899","CA","McAuley, Manitoba",100,50.2622,-101.389,1
"900","CA","Reeder, Manitoba",10,50.1069,-101.148,1
"901","CA","Birtle, Manitoba",662,50.4225,-101.048,1
"902","CA","Shoal Lake, Manitoba",680,50.4378,-100.591,1
"903","CA","Strathclair, Manitoba",300,50.4047,-100.397,1
"904","CA","Oakburn, Manitoba",125,50.5653,-100.579,1
"905","CA","Erickson, Manitoba",456,50.4981,-99.9114,1
"906","CA","Rolling River, Manitoba",50,50.4551,-99.9957,1
"907","CA","Sandy Lake, Manitoba",250,50.525,-100.181,1
"908","CA","Clanwilliam, Manitoba",75,50.3619,-99.8147,1
"909","CA","Eden, Manitoba",75,50.3764,-99.4694,1
"910","CA","Birnie, Manitoba",50,50.4472,-99.44,1
"911","CA","Riding Mountain, Manitoba",150,50.5319,-99.4661,1
"912","CA","Otter Lake, Manitoba",50,50.4851,-99.8459,1
"913","CA","Onanole, Manitoba",150,50.6239,-99.9683,1
"914","CA","Wasagaming, Manitoba",125,50.6583,-99.9686,1
"915","CA","Keeseekoowenin, Manitoba",150,50.5444,-100.299,1
"916","CA","Elphinstone, Manitoba",50,50.5311,-100.322,1
"917","CA","Kelwood, Manitoba",100,50.6247,-99.4617,1
"918","CA","McCreary, Manitoba",487,50.7731,-99.4922,1
"919","CA","Laurier, Manitoba",100,50.8897,-99.5603,1
"921","CA","Ste. Rose du Lac, Manitoba",995,51.0594,-99.5233,1
"922","CA","Makinak, Manitoba",10,50.9798,-99.6619,1
"923","CA","Ochre River, Manitoba",150,51.0622,-99.78,1
"924","CA","Dauphin Beach, Manitoba",125,51.1345,-99.8486,1
"925","CA","Ochre Beach, Manitoba",25,51.1195,-99.8026,1
"926","CA","Dauphin, Manitoba",7906,51.1494,-100.049,1
"927","CA","Valley River, Manitoba",10,51.2481,-100.143,1
"928","CA","Ashville, Manitoba",25,51.1771,-100.297,1
"929","CA","Rorketon, Manitoba",100,51.3894,-99.5886,1
"930","CA","Sifton, Manitoba",125,51.3603,-100.142,1
"931","CA","Fork River, Manitoba",25,51.5117,-100.02,1
"932","CA","Ethelbert, Manitoba",312,51.5292,-100.393,1
"933","CA","Spence Lake, Manitoba",10,51.5828,-99.5758,1
"934","CA","Meadow Portage, Manitoba",10,51.6681,-99.6072,1
"935","CA","Salt Point, Manitoba",5,51.7531,-99.8125,1
"936","CA","Winnipegosis, Manitoba",628,51.6486,-99.9258,1
"937","CA","Waterhen, Manitoba",50,51.8297,-99.5502,1
"938","CA","Mallard, Manitoba",120,51.9531,-99.5589,1
"939","CA","Waterhen Reserve, Manitoba",389,51.9722,-99.5972,1
"940","CA","Rock Ridge, Manitoba",79,51.9172,-99.5799,1
"941","CA","Menzie, Manitoba",10,50.5314,-100.49,1
"942","CA","Glenella, Manitoba",100,50.5569,-99.1928,1
"943","CA","Tenby, Manitoba",10,50.4997,-99.1275,1
"944","CA","Arden, Manitoba",125,50.2777,-99.2685,1
"945","CA","Easterville, Manitoba",80,53.0975,-99.8175,1
"946","CA","Denbeigh Point, Manitoba",18,52.8931,-99.7819,1
"948","CA","Grand Rapids, Manitoba",651,53.16,-99.2336,1
"949","CA","Shoal River, Manitoba",603,52.7532,-100.679,1
"950","CA","Pelican Rapids, Manitoba",89,52.7428,-100.7,1
"951","CA","Dawson Bay, Manitoba",38,52.9767,-100.98,1
"952","CA","Camperville, Manitoba",507,51.9869,-100.149,1
"953","CA","Pine Creek, Manitoba",614,52.0599,-100.172,1
"954","CA","Duck Bay, Manitoba",447,52.1727,-100.155,1
"955","CA","Pine River, Manitoba",100,51.7842,-100.531,1
"956","CA","Cowan, Manitoba",25,52.033,-100.652,1
"957","CA","Swan River, Manitoba",3859,52.1094,-101.263,1
"958","CA","Minitonas, Manitoba",497,52.0861,-101.039,1
"959","CA","Renwer, Manitoba",10,52.0984,-100.817,1
"960","CA","Bowsman, Manitoba",315,52.2358,-101.207,1
"961","CA","Kenville, Manitoba",100,52.0003,-101.324,1
"962","CA","Durban, Manitoba",25,51.9292,-101.441,1
"963","CA","Benito, Manitoba",370,51.9139,-101.548,1
"964","CA","San Clara, Manitoba",75,51.4933,-101.428,1
"965","CA","Boggy Creek, Manitoba",10,51.535,-101.354,1
"966","CA","Makaroff, Manitoba",10,51.3508,-101.509,1
"967","CA","Roblin, Manitoba",1672,51.23,-101.356,1
"968","CA","Dropmore, Manitoba",10,51.0169,-101.442,1
"969","CA","Shellmouth, Manitoba",10,50.9347,-101.479,1
"970","CA","Inglis, Manitoba",125,50.9447,-101.251,1
"971","CA","Shevlin, Manitoba",25,51.1939,-101.208,1
"972","CA","Bield, Manitoba",10,51.2211,-101.154,1
"973","CA","Valley River Reserve, Manitoba",50,51.2293,-100.967,1
"974","CA","Grandview, Manitoba",839,51.1742,-100.698,1
"975","CA","Gilbert Plains, Manitoba",760,51.1477,-100.487,1
"976","CA","Garland, Manitoba",10,51.6533,-100.459,1
"977","CA","Lenswood, Manitoba",10,52.3206,-100.952,1
"978","CA","Indian Birch, Manitoba",152,52.5142,-100.863,1
"979","CA","Birch River, Manitoba",250,52.3961,-101.104,1
"980","CA","Bellsite, Manitoba",10,52.5942,-101.06,1
"981","CA","Mafeking, Manitoba",75,52.6836,-101.11,1
"982","CA","Barrows, Manitoba",111,52.8294,-101.441,1
"983","CA","Red Deer Lake, Manitoba",25,52.8885,-101.469,1
"984","CA","Baden, Manitoba",25,52.7803,-101.216,1
"985","CA","Powell, Manitoba",20,52.8283,-101.397,1
"986","CA","Russell, Manitoba",1611,50.7808,-101.284,1
"987","CA","Silverton, Manitoba",25,50.7669,-101.159,1
"988","CA","Angusville, Manitoba",50,50.7356,-101.021,1
"989","CA","Rossburn, Manitoba",546,50.6692,-100.811,1
"990","CA","Binscarth, Manitoba",395,50.6267,-101.283,1
"991","CA","Millwood, Manitoba",10,50.6958,-101.408,1
"992","CA","Harrowby, Manitoba",25,50.7536,-101.448,1
"993","CA","Gambler, Manitoba",83,50.5948,-101.383,1
"994","CA","Waywayseecappo, Manitoba",300,50.7181,-100.881,1
"995","CA","Vista, Manitoba",25,50.6203,-100.718,1
"996","CA","St-Lazare, Manitoba",265,50.4489,-101.304,1
"997","CA","Foxwarren, Manitoba",100,50.5172,-101.151,1
"998","CA","Solsgirth, Manitoba",10,50.4903,-100.914,1
"999","CA","Arrow River, Manitoba",10,50.1439,-100.893,1
"1000","CA","Lavinia, Manitoba",10,50.2744,-100.668,1
"1001","CA","Hamiota, Manitoba",823,50.1806,-100.596,1
"1002","CA","Mosakahiken, Manitoba",698,53.7027,-100.329,1
"1003","CA","Westray, Manitoba",10,53.5969,-101.404,1
"1004","CA","Young Point, Manitoba",50,53.7512,-101.248,1
"1005","CA","Opaskwayak, Manitoba",181,53.7969,-101.24,1
"1006","CA","The Pas, Manitoba",5589,53.8151,-101.245,1
"1007","CA","Umpherville, Manitoba",125,53.8346,-101.222,1
"1008","CA","Ralls Island, Manitoba",10,53.8286,-101.094,1
"1010","CA","Moostissoostikwan, Manitoba",2187,53.8522,-101.335,1
"1011","CA","Clearwater Lake, Manitoba",50,53.9767,-100.98,1
"1012","CA","Cormorant, Manitoba",334,54.223,-100.598,1
"1013","CA","Wanless, Manitoba",100,54.1726,-101.367,1
"1014","CA","Cranberry Portage, Manitoba",600,54.5848,-101.367,1
"1015","CA","Bakers Narrows, Manitoba",100,54.6715,-101.659,1
"1016","CA","Big Island Lake, Manitoba",50,54.6978,-101.761,1
"1017","CA","Channing, Manitoba",150,54.7517,-101.829,1
"1018","CA","Flin Flon, Manitoba",5686,54.7704,-101.858,1
"1019","CA","Schist Lake, Manitoba",25,54.6612,-101.766,1
"1020","CA","Sherridon, Manitoba",98,55.1242,-101.11,1
"1021","CA","Snow Lake, Manitoba",800,54.8754,-100.018,1
"1022","CA","Herb Lake, Manitoba",25,54.7773,-99.77,1
"1023","CA","Osborne Lake, Manitoba",10,54.9608,-99.7308,1
"1024","CA","Chisel Lake, Manitoba",10,54.8389,-100.115,1
"1025","CA","Wabowden, Manitoba",498,54.8998,-98.6297,1
"1026","CA","Thicket Portage, Manitoba",156,55.3221,-97.6827,1
"1027","CA","Thompson, Manitoba",13446,55.7433,-97.8553,2
"1028","CA","Pikwitonei, Manitoba",91,55.5878,-97.1556,1
"1029","CA","Nelson House, Manitoba",0,55.8283,-98.8392,1
"1030","CA","Pukatawagan, Manitoba",1478,55.7433,-101.296,1
"1031","CA","Granville Lake, Manitoba",98,56.2311,-100.569,1
"1032","CA","Leaf Rapids, Manitoba",539,56.4594,-100.005,1
"1033","CA","South Indian Lake, Manitoba",857,56.7826,-98.9147,1
"1034","CA","Lynn Lake, Manitoba",714,56.8517,-101.047,1
"1035","CA","Brochet, Manitoba",156,57.8869,-101.668,1
"1036","CA","Barren Lands, Manitoba",306,57.9065,-101.56,1
"1037","CA","Lac Brochet, Manitoba",604,58.6189,-101.487,1
"1038","CA","Tadoule Lake, Manitoba",330,58.7174,-98.4827,1
"1040","CA","Rossville, Manitoba",500,53.9984,-97.7766,1
"1042","CA","Kinusisipi, Manitoba",500,53.9455,-97.8596,1
"1043","CA","Poplar River, Manitoba",643,52.9944,-97.2778,1
"1044","CA","Gods River, Manitoba",556,54.8346,-94.0621,1
"1045","CA","Oxford House, Manitoba",3947,54.9534,-95.2508,1
"1046","CA","Gods Lake Narrows, Manitoba",88,54.555,-94.4847,1
"1047","CA","Red Sucker Lake, Manitoba",845,54.1647,-93.5589,1
"1048","CA","Island Lake, Manitoba",49,53.8606,-94.663,1
"1049","CA","Garden Hill, Manitoba",1898,53.8833,-94.6489,1
"1050","CA","Wasagamack, Manitoba",1160,53.9083,-94.9458,1
"1051","CA","St. Theresa Point, Manitoba",2632,53.826,-94.8522,1
"1052","CA","Ilford, Manitoba",116,56.0682,-95.6001,1
"1053","CA","York Landing, Manitoba",416,56.0906,-96.0999,1
"1054","CA","Split Lake, Manitoba",1819,56.2576,-96.1343,1
"1055","CA","Gillam, Manitoba",1209,56.3538,-94.7307,1
"1056","CA","Bird, Manitoba",103,56.5036,-94.2106,1
"1057","CA","Churchill, Manitoba",923,58.7625,-94.1319,1
"1058","CA","Shamattawa, Manitoba",920,55.866,-92.0999,1
"1059","CA","Chemawawin Cree, Manitoba",983,53.1008,-99.8063,1
"1060","CA","Manyberries, Alberta",75,49.4006,-110.695,1
"1061","CA","Etzikom, Alberta",25,49.4769,-111.107,1
"1062","CA","New Dayton, Alberta",50,49.4256,-112.381,1
"1063","CA","Wrentham, Alberta",50,49.5144,-112.173,1
"1064","CA","Raymond, Alberta",3205,49.465,-112.661,1
"1065","CA","Stirling, Alberta",921,49.5032,-112.527,1
"1066","CA","Aetna, Alberta",100,49.1339,-113.24,1
"1067","CA","Mountain View, Alberta",20,49.1344,-113.596,1
"1068","CA","Leavitt, Alberta",50,49.1709,-113.453,1
"1069","CA","Cardston, Alberta",3452,49.1962,-113.307,1
"1070","CA","Elkwater, Alberta",107,49.6608,-110.282,1
"1071","CA","Coutts, Alberta",305,49.0028,-111.959,1
"1072","CA","Milk River, Alberta",816,49.1554,-112.083,1
"1073","CA","Warner, Alberta",307,49.2828,-112.208,1
"1074","CA","Magrath, Alberta",2081,49.417,-112.865,1
"1075","CA","Spring Coulee, Alberta",25,49.3331,-113.053,1
"1076","CA","Walsh, Alberta",55,49.9472,-110.042,1
"1077","CA","Irvine, Alberta",350,49.9553,-110.277,1
"1078","CA","Dunmore, Alberta",534,49.9703,-110.584,1
"1079","CA","Medicine Hat, Alberta",56997,50.0408,-110.677,3
"1080","CA","Redcliff, Alberta",5096,50.0775,-110.786,1
"1081","CA","Seven Persons, Alberta",239,49.8761,-110.908,1
"1082","CA","Bow Island, Alberta",1790,49.8672,-111.379,1
"1083","CA","Grassy Lake, Alberta",443,49.8253,-111.698,1
"1084","CA","Johnson's Addition, Alberta",35,49.7827,-112.177,1
"1085","CA","Chin, Alberta",45,49.7635,-112.445,1
"1086","CA","Barnwell, Alberta",613,49.7606,-112.263,1
"1087","CA","Taber, Alberta",7591,49.7848,-112.151,1
"1088","CA","Purple Springs, Alberta",25,49.8156,-111.892,1
"1089","CA","Burdett, Alberta",325,49.835,-111.523,1
"1090","CA","Winnifred, Alberta",10,49.9067,-111.21,1
"1091","CA","Whitla, Alberta",10,49.8822,-111.057,1
"1092","CA","McNab, Alberta",10,49.3494,-112.29,1
"1093","CA","Hill Spring, Alberta",192,49.2931,-113.622,1
"1094","CA","Glenwood, Alberta",280,49.3659,-113.515,1
"1095","CA","Stand Off, Alberta",675,49.4569,-113.303,1
"1096","CA","Coaldale, Alberta",6177,49.7278,-112.619,1
"1097","CA","Lethbridge, Alberta",74637,49.6928,-112.835,3
"1098","CA","Coalhurst, Alberta",1523,49.7467,-112.931,1
"1099","CA","Diamond City, Alberta",162,49.7956,-112.839,1
"1100","CA","Hartleyville, Alberta",10,49.3644,-113.609,1
"1101","CA","Ralston, Alberta",336,50.2458,-111.169,1
"1102","CA","Suffield, Alberta",224,50.2183,-111.161,1
"1103","CA","Hilda, Alberta",45,50.4797,-110.033,1
"1104","CA","Schuler, Alberta",81,50.3407,-110.089,1
"1105","CA","Pincher, Alberta",40,49.5248,-113.947,1
"1106","CA","Brocket, Alberta",375,49.5467,-113.75,1
"1107","CA","Pincher Creek, Alberta",3625,49.4853,-113.947,1
"1108","CA","Cowley, Alberta",219,49.568,-114.074,1
"1109","CA","Chokio, Alberta",25,49.5819,-113.66,1
"1110","CA","Fort Macleod, Alberta",2982,49.7231,-113.404,1
"1111","CA","Orton, Alberta",116,49.732,-113.264,1
"1112","CA","Moon River Estates, Alberta",125,49.7286,-113.149,1
"1113","CA","McDermott, Alberta",51,49.7309,-112.948,1
"1114","CA","Sunset Acres, Alberta",63,49.6666,-112.939,1
"1115","CA","Monarch, Alberta",185,49.8044,-113.108,1
"1116","CA","Shaughnessy, Alberta",401,49.8528,-112.842,1
"1117","CA","Picture Butte, Alberta",1592,49.8769,-112.78,1
"1118","CA","Beaver Mines, Alberta",71,49.4567,-114.197,1
"1119","CA","Lundbreck, Alberta",280,49.5845,-114.164,1
"1120","CA","Burmis, Alberta",50,49.5572,-114.288,1
"1121","CA","Hillcrest Mines, Alberta",564,49.5689,-114.377,1
"1122","CA","Bellevue, Alberta",850,49.5808,-114.366,1
"1123","CA","Frank, Alberta",127,49.6027,-114.406,1
"1124","CA","Blairmore, Alberta",1830,49.6081,-114.443,1
"1125","CA","Coleman, Alberta",1600,49.6353,-114.503,1
"1126","CA","Hazell, Alberta",25,49.63,-114.664,1
"1127","CA","Waterton Park, Alberta",150,49.0517,-113.914,1
"1128","CA","Iron Springs, Alberta",72,49.93,-112.688,1
"1129","CA","Turin, Alberta",103,49.9641,-112.528,1
"1130","CA","Fincastle, Alberta",25,49.8083,-112.002,1
"1131","CA","Empress, Alberta",136,50.9543,-110.008,1
"1132","CA","Acadia Valley, Alberta",140,51.1585,-110.209,1
"1133","CA","Oyen, Alberta",1015,51.3528,-110.483,1
"1134","CA","Bindloss, Alberta",10,50.88,-110.274,1
"1135","CA","Jenner, Alberta",25,50.7467,-111.184,1
"1136","CA","Iddesleigh, Alberta",10,50.7356,-111.303,1
"1137","CA","Patricia, Alberta",114,50.6994,-111.677,1
"1138","CA","Duchess, Alberta",978,50.7311,-111.906,1
"1139","CA","Rosemary, Alberta",388,50.7575,-112.09,1
"1140","CA","Brooks, Alberta",12498,50.5672,-111.895,2
"1141","CA","Cassils, Alberta",75,50.5769,-112.046,1
"1142","CA","Rainier, Alberta",10,50.3683,-112.092,1
"1143","CA","Scandia, Alberta",137,50.2781,-112.047,1
"1144","CA","Rolling Hills, Alberta",246,50.2256,-111.774,1
"1145","CA","Vauxhall, Alberta",1069,50.0683,-112.107,1
"1146","CA","Grantham, Alberta",10,50.0687,-112.009,1
"1147","CA","Hays, Alberta",100,50.0981,-111.794,1
"1148","CA","Tilley, Alberta",381,50.4522,-111.653,1
"1149","CA","Travers, Alberta",25,50.2481,-112.555,1
"1150","CA","Enchant, Alberta",175,50.17,-112.422,1
"1151","CA","Lomond, Alberta",175,50.3494,-112.641,1
"1152","CA","Nobleford, Alberta",689,49.8803,-113.054,1
"1153","CA","Barons, Alberta",276,49.9975,-113.081,1
"1154","CA","Carmangay, Alberta",336,50.1294,-113.111,1
"1155","CA","Champion, Alberta",364,50.2397,-113.148,1
"1156","CA","Vulcan, Alberta",1940,50.4042,-113.261,1
"1157","CA","Milo, Alberta",100,50.57,-112.882,1
"1158","CA","Millicent, Alberta",25,50.7103,-111.779,1
"1159","CA","Granum, Alberta",415,49.8711,-113.508,1
"1160","CA","Claresholm, Alberta",3700,50.0197,-113.583,1
"1161","CA","Stavely, Alberta",435,50.1611,-113.642,1
"1162","CA","Gleichen, Alberta",348,50.8661,-113.055,1
"1163","CA","Cluny, Alberta",60,50.8411,-112.869,1
"1164","CA","Siksika, Alberta",500,50.7924,-112.855,1
"1165","CA","Arrowwood, Alberta",221,50.7392,-113.15,1
"1166","CA","Shouldice, Alberta",25,50.7167,-112.974,1
"1167","CA","Bassano, Alberta",1345,50.7875,-112.468,1
"1168","CA","Sibbald, Alberta",25,51.3883,-110.15,1
"1169","CA","Cereal, Alberta",126,51.4183,-110.8,1
"1170","CA","Chinook, Alberta",10,51.4494,-110.925,1
"1171","CA","Youngstown, Alberta",170,51.5278,-111.2,1
"1172","CA","Hussar, Alberta",187,51.0414,-112.682,1
"1173","CA","Standard, Alberta",380,51.1097,-112.984,1
"1174","CA","Namaka, Alberta",64,50.9583,-113.287,1
"1175","CA","New Brigden, Alberta",25,51.7006,-110.49,1
"1176","CA","Hanna, Alberta",2847,51.6458,-111.925,1
"1177","CA","Craigmyle, Alberta",100,51.6697,-112.243,1
"1178","CA","Delia, Alberta",207,51.6306,-112.374,1
"1179","CA","Michichi, Alberta",50,51.5853,-112.534,1
"1180","CA","Munson, Alberta",217,51.5633,-112.738,1
"1181","CA","Morrin, Alberta",253,51.6603,-112.767,1
"1182","CA","Parkland, Alberta",100,50.2561,-113.659,1
"1183","CA","Nanton, Alberta",2055,50.346,-113.777,1
"1184","CA","Rosedale, Alberta",320,51.4167,-112.633,1
"1185","CA","Drumheller, Alberta",6000,51.4644,-112.719,1
"1186","CA","Nacmine, Alberta",500,51.47,-112.784,1
"1187","CA","Cambria, Alberta",100,51.3939,-112.59,1
"1188","CA","Wayne, Alberta",25,51.3815,-112.658,1
"1189","CA","East Coulee, Alberta",177,51.3436,-112.498,1
"1190","CA","Kirkcaldy, Alberta",10,50.335,-113.238,1
"1191","CA","Ensign, Alberta",10,50.475,-113.432,1
"1192","CA","Richdale, Alberta",10,51.6103,-111.604,1
"1193","CA","Chancellor, Alberta",5,51.0885,-112.835,1
"1194","CA","Makepeace, Alberta",10,50.9394,-112.616,1
"1195","CA","Mossleigh, Alberta",25,50.7203,-113.324,1
"1196","CA","Carseland, Alberta",588,50.8544,-113.471,1
"1197","CA","Blackie, Alberta",342,50.6044,-113.623,1
"1198","CA","Herronton, Alberta",10,50.6247,-113.439,1
"1199","CA","Brant, Alberta",50,50.5169,-113.512,1
"1200","CA","Cayley, Alberta",325,50.4481,-113.847,1
"1201","CA","Connemara, Alberta",10,50.4001,-113.829,1
"1202","CA","Durward, Alberta",10,50.2956,-113.713,1
"1203","CA","Kew, Alberta",25,50.7329,-114.417,1
"1204","CA","Millarville, Alberta",250,50.7564,-114.325,1
"1205","CA","Turner Valley, Alberta",1908,50.6753,-114.28,1
"1206","CA","Black Diamond, Alberta",1900,50.6881,-114.234,1
"1207","CA","Okotoks, Alberta",17145,50.7261,-113.977,2
"1208","CA","High River, Alberta",10716,50.5797,-113.874,2
"1209","CA","Longview, Alberta",300,50.5308,-114.231,1
"1210","CA","Bearspaw, Chiniki, Wesley, Alberta",370,50.4365,-114.433,1
"1211","CA","Queenstown, Alberta",10,50.6394,-112.939,1
"1212","CA","Foremost, Alberta",524,49.4764,-111.447,1
"1213","CA","Legend, Alberta",10,49.4844,-111.61,1
"1214","CA","Skiff, Alberta",10,49.5025,-111.791,1
"1215","CA","Judson, Alberta",10,49.5222,-112.346,1
"1216","CA","Welling, Alberta",50,49.4811,-112.786,1
"1217","CA","Del Bonita, Alberta",10,49.0294,-112.791,1
"1218","CA","Dorothy, Alberta",10,51.2792,-112.325,1
"1219","CA","Sunnynook, Alberta",10,51.2939,-111.668,1
"1220","CA","Pollockville, Alberta",10,51.1061,-111.59,1
"1221","CA","Cessford, Alberta",50,51.0064,-111.557,1
"1222","CA","Wardlow, Alberta",25,50.9053,-111.546,1
"1223","CA","Gem, Alberta",10,50.9506,-112.189,1
"1224","CA","Altario, Alberta",10,51.9186,-110.162,1
"1225","CA","Compeer, Alberta",10,51.8594,-110.013,1
"1226","CA","Consort, Alberta",739,52.0123,-110.771,1
"1227","CA","Monitor, Alberta",50,51.9783,-110.569,1
"1228","CA","Pemukan, Alberta",10,51.9719,-110.444,1
"1229","CA","Bodo, Alberta",25,52.1533,-110.079,1
"1230","CA","Hayter, Alberta",133,52.3564,-110.108,1
"1231","CA","Provost, Alberta",2072,52.3533,-110.265,1
"1232","CA","Cadogan, Alberta",132,52.3192,-110.449,1
"1233","CA","Loyalist, Alberta",10,51.9858,-110.954,1
"1234","CA","Veteran, Alberta",293,52.0011,-111.119,1
"1235","CA","Coronation, Alberta",1015,52.0947,-111.448,1
"1236","CA","Throne, Alberta",10,52.0534,-111.288,1
"1237","CA","Federal, Alberta",10,52.1117,-111.572,1
"1238","CA","Fleet, Alberta",25,52.1533,-111.73,1
"1239","CA","Castor, Alberta",931,52.2192,-111.904,1
"1240","CA","Bulwark, Alberta",10,52.2417,-111.587,1
"1241","CA","Brownfield, Alberta",10,52.3172,-111.433,1
"1242","CA","Gadsby, Alberta",35,52.2968,-112.356,1
"1243","CA","Halkirk, Alberta",113,52.2825,-112.154,1
"1244","CA","Botha, Alberta",185,52.3081,-112.524,1
"1245","CA","Stettler, Alberta",5418,52.3239,-112.704,1
"1246","CA","Big Valley, Alberta",351,52.0328,-112.752,1
"1247","CA","Scollard, Alberta",10,51.9375,-112.834,1
"1248","CA","Rumsey, Alberta",50,51.8419,-112.842,1
"1249","CA","Byemoor, Alberta",50,51.9797,-112.287,1
"1250","CA","Endiang, Alberta",35,51.9539,-112.158,1
"1251","CA","Sedalia, Alberta",10,51.675,-110.665,1
"1252","CA","Czar, Alberta",175,52.4547,-110.828,1
"1253","CA","Hughenden, Alberta",231,52.5106,-110.967,1
"1254","CA","Metiskow, Alberta",50,52.4086,-110.633,1
"1255","CA","Amisk, Alberta",172,52.5656,-111.057,1
"1256","CA","Leahurst, Alberta",25,52.3763,-112.644,1
"1257","CA","Warden, Alberta",25,52.2592,-112.742,1
"1258","CA","Erskine, Alberta",325,52.3211,-112.88,1
"1259","CA","Nevis, Alberta",35,52.3303,-113.031,1
"1260","CA","Ardley, Alberta",10,52.2611,-113.232,1
"1261","CA","Delburne, Alberta",765,52.1981,-113.235,1
"1262","CA","Haynes, Alberta",25,52.3175,-113.392,1
"1263","CA","Joffre, Alberta",166,52.3371,-113.537,1
"1264","CA","Alix, Alberta",851,52.3981,-113.189,1
"1265","CA","Mirror, Alberta",481,52.4656,-113.11,1
"1266","CA","Tees, Alberta",76,52.4675,-113.321,1
"1267","CA","Clive, Alberta",562,52.4774,-113.445,1
"1268","CA","Bashaw, Alberta",796,52.5831,-112.97,1
"1269","CA","Rochon Sands, Alberta",66,52.454,-112.882,1
"1270","CA","White Sands, Alberta",120,52.4667,-112.817,1
"1271","CA","Red Willow, Alberta",45,52.4504,-112.573,1
"1272","CA","Donalda, Alberta",224,52.5836,-112.574,1
"1273","CA","Alliance, Alberta",158,52.4344,-111.785,1
"1274","CA","Galahad, Alberta",134,52.5142,-111.931,1
"1275","CA","Forestburg, Alberta",895,52.5839,-112.064,1
"1276","CA","Rowley, Alberta",10,51.7622,-112.788,1
"1277","CA","Twining, Alberta",75,51.6328,-113.297,1
"1278","CA","Three Hills, Alberta",3089,51.7031,-113.269,1
"1279","CA","Trochu, Alberta",1005,51.8286,-113.228,1
"1280","CA","Swalwell, Alberta",109,51.5572,-113.318,1
"1281","CA","Carbon, Alberta",570,51.4858,-113.151,1
"1282","CA","Hesketh, Alberta",15,51.4703,-112.975,1
"1283","CA","Bircham, Alberta",10,51.4589,-113.431,1
"1284","CA","Acme, Alberta",656,51.4972,-113.509,1
"1285","CA","Beiseker, Alberta",804,51.385,-113.536,1
"1286","CA","Irricana, Alberta",1243,51.3236,-113.608,1
"1287","CA","Linden, Alberta",660,51.5906,-113.488,1
"1288","CA","Sunnyslope, Alberta",23,51.649,-113.558,1
"1289","CA","Rockyford, Alberta",349,51.2342,-113.142,1
"1290","CA","Rosebud, Alberta",109,51.2997,-112.951,1
"1291","CA","Redland, Alberta",15,51.2897,-113.008,1
"1292","CA","Lawsonburg, Alberta",10,51.4836,-112.159,1
"1293","CA","Rose Lynn, Alberta",10,51.4178,-111.677,1
"1294","CA","Strathmore, Alberta",10225,51.0456,-113.393,2
"1295","CA","Ardenode, Alberta",10,51.1444,-113.424,1
